Código,Nome da Sociedade,Data,Data_original,Endereço,Licença,Estatuto,Notação-GIFI,Tipo de licença,Obs,Presidente,Licença anterior,Nomes/Sujeitos,Doc policial,Tipo_licenca_categoria,Tipo_licenca_componentes
0,Clube Carnavalesco Filhos da Meia Lua,1905-02-27,27/02/1905,"Rua da Alegria, n. 21, São Christóvão",1,0,6c135,,,,0,0,0,vazio,
1,Clube dos Fenianos,1905-01-27,27/01/1905,,1,0,6c135,,,,0,0,0,vazio,
2,Estudantina lyrica,1905-01-23,23/01/1905,"Senador Pompeu, n.2",1,0,6c135,,,,0,0,0,vazio,
3,Gremio Carnavalesco Lira dos Dois Diamantes,,,,0,0,,,,,0,0,0,vazio,
4,Grupo Carnavalesco Sereno de Ouro,1900-02-01,01/02/1900,"Rua Barão de São Félix, n.131",1,1,6c51,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
5,Clube dos Celibatários,1900-10-07,07/10/1900,"Rua Visconde do Rio Branco, 12",1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
6,Sociedade Carnavalesca Caprichosos das Chamas,1901-01-09,09/01/1901,"Rua Sara, 17",0,0,6c63,,,,0,0,0,vazio,
7,grêmio carnavalesco Filhos do Poder do Ouro,1901-02-09,09/02/1901,"rua Pedro Américo, 107",1,0,6c63,iniciar os ensaios,,,0,0,0,ensaio,ensaio
8,Clube Recreativo de São Christóvão,1901-02-16,16/02/1901,"rua da Igrejinha, 01",1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
9,Clube Democrata Copacabana,1901-11-16,16/11/1901,"rua Jandira, 6",1,1,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
10,Clube Orpheon Carlos Gomes,1901-10-23,23/10/1901,"rua Barão de [ilegível], 7, santa teresa",1,1,6c63,,,,0,0,0,vazio,
11,Sociedade Dançante Familiar Flor da Mocidade,1901-02-12,12/02/1901,,1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
12,Clube Recrativo Mar e Montes,1900-03-29,29/03/1900,bairro de Copacabana,1,1,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
13,Sociedade Dançante Familiar Flor da Mocidade,1901-01-30,30/01/1901,"rua D. Castorina, 9, jardim Botânico",0,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
14,Grupo carnavalesco Filhos do Derby,1901-01-23,23/01/1901,"Rua Quimarães, 6",0,0,6c63,iniciar os ensaios,,,0,0,0,ensaio,ensaio
15,Grupo Carnavalesco Nú Nunca,1901-01-07,07/01/1901,"Senhor dos passos, 41, sobrado",0,0,6c63,iniciar os ensaios de Zé Pereira,Zé Pereira,,0,0,0,ensaio,ensaio|ze_pereira
16,Grupo Carnavalesco Heróis da Infância,1901-02-05,05/02/1901,"rua Frei Caneca, 334",1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
17,Grupo das Garrafas,1901-02-04,04/02/1901,"Rua Evaristo da Veiga, 94",0,0,6c63,dar bailes em salão,,,0,0,0,baile,baile
18,Grupo Carnavalesco Flor da vaidade do Rio Comprido,1901-02-15,15/02/1901,"rua Santa Alexandrina, 47",1,0,6c63,funcionar no corrente ano,diretoria,,0,1,0,licenca_anual,licenca_anual
19,Sociedade Musical Artistas Amantes da Arte,,,"rua da Passagem, 88",1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
20,Grupo Carnavalesco Lura dos operários,1901-02-17,17/02/1901,,1,0,6c63,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
21,Sociedade de Música Flor da Glória,1900-10-18,18/10/1900,,0,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
22,Grupo Carnavalesco Flor do Cruzeiro,1901-02-14,14/02/1901,"morro do Mirante, 55",0,0,6c63,sair nos dias de carnaval,diretoria,,0,1,0,desfile_carnavalesco,desfile_carnavalesco
23,"Sociedade Musical Progresso e Confiança (Fábrica de Tecidos, Vila Isabel)",1901-02-10,10/02/1901,"rua do General Silva, 32",0,0,6c63,sair nos dias de carnaval,indeferido,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
24,Sociedade Baile Pastorinhas,1900-12-18,18/12/1900,rua Carvalho de Sá. 17,1,0,6c63,mudança de endereço,,,0,0,0,mudanca_administrativa,mudanca_administrativa
25,Clube Dramático Uniçao Beneficente,1901-01-05,05/01/1901,,1,0,6c63,dar bailes no teatro Santana,,,0,0,0,baile,baile
26,Grupo Carnavalesco Prazer das Morenas,1901-02-22,22/02/1901,"rua Evaristo da Veiga, 114",1,0,6c63,,,,0,0,0,vazio,
27,Centro Recrativo dos Operários da Aliança,1901-02-10,10/02/1901,,1,0,6c63,,,,0,0,0,vazio,
28,Clube dos Íntimos,,,"rua da Matriz, 12-b",0,1,6c63,,,,0,0,0,vazio,
29,Sociedade Familiar Dançante Flor da Mocidade,1901-02-20,20/02/1901,"rua Dr. Bulhões, 56",1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
30,Sociedade Carnavalesca e Dançante Prazer da Providência,1901-02-15,15/02/1901,"rua São Leopoldo, 158",1,0,6c63,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
31,Clube Familiar de Piedade,1901-03-01,01/03/1901,,1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
32,Sociedade Musical Flor da Glória,1900-07-06,06/07/1900,"Rua de Pedro Américo, 26",1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
33,Congresso Musical,1901-01-23,23/01/1901,,1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
34,Grêmio União Familiar,1901-04-30,30/04/1901,Santa Cruz,1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
35,Facho Socialista Italiano,1901-02-05,05/02/1901,"rua São martinho, 8 c",1,1,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
36,Sociedade Dançante Flor do Encantado,1901-01-25,25/01/1901,três vendas,1,0,6c63,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
37,sociedade grêmio união familiar,1901-04-30,30/04/1901,curato de santa cruz,0,1,6c63,continuar fiuncionando no corrente ano,fundada em 1898,,0,0,0,licenca_anual,licenca_anual
38,sociedade carnavalesca e dançante prazer da providência,1901-02-12,12/02/1901,,0,0,6c63,sair nos três dias de carnaval,relação de sócios com profissões,,0,1,0,desfile_carnavalesco,desfile_carnavalesco
39,grêmio das esmeraldas,1901-02-16,16/02/1901,"rua de santo alfredo, 16, Paula Mattos",1,1,6c63,funcionar uma vez por mez,,,0,0,0,licenca_anual,licenca_anual
40,clube dos íntimos,1900-06-11,11/06/1900,"rua da Matriz do engenho novo, 12, B",1,1,6c63,criação,,,0,0,0,criacao,criacao
41,sociedade dançante flor da mocidade,1901-01-28,28/01/1901,"rua dr. Bulhões, 54",1,0,6c63,substituir licença antiga e continuar a funcionar no ano,,,0,0,0,licenca_anual,licenca_anual|renovacao
42,grêmio dançante belo sexo,1901-04-16,16/04/1901,"rua de d. Maria, 15, estação de piedade",1,0,6c63,funcionar no corrente ano,assinado po uma mulher,,0,0,0,licenca_anual,licenca_anual
43,grupo carnavalesco caprichosos do espírito santo,1903-01-19,19/01/1903,"rua frei caneca, 327",1,0,6c135,funcionar no corrente ano,,,0,0,0,licenca_anual,licenca_anual
44,clube carnavalesco filhos da meia lua,1905-02-27,27/02/1905,"rua da alegria, 21, são christóvão",0,0,6c135,sair nos três dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
45,clube dos fenianos,1904-07-23,23/07/1904,,1,0,6c135,fazer passeata,itinerário,,0,0,0,passeata,passeata
46,estudantina lírica,1904-02-23,23/02/1904,"rua senador pompeu, 2",1,0,6c135,passeata,itinerário,,0,0,0,passeata,passeata
47,grêmio recreativo lira dos dois diamantes,1904-02-06,06/02/1904,"rua pinheiro, 35",1,0,6c135,sair nos três dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
48,sociedade carnavalesca concha de ouro,1904-02-10,10/02/1904,"rua leopoldo, 158",0,0,6c135,sair nos três dias de carnaval,sócios e residências,,0,1,0,desfile_carnavalesco,desfile_carnavalesco
49,clube dramático fluminense,1904-01-23,23/01/1904,"rua senador euzébio, 336",0,1,6c135,,,,0,0,0,vazio,
50,grupo familiar pindobas carnavalescos,1904-01-19,19/01/1904,"rua emilia guimarães, 20, catumbi",1,1,6c135,funcionar e tocar zé pereira aos domingos,,,0,0,0,licenca_anual,licenca_anual|ze_pereira
51,clube recreativo flor da união,1904-02-17,17/02/1904,"praça da república, 45",0,0,6c135,realizar baile,indeferido,,0,0,0,baile,baile
52,clube são sebastião,1904-04-02,02/04/1904,"rua do castelo, 245",1,0,6c135,funcionar ao longo do ano,,,0,0,0,licenca_anual,licenca_anual
53,clube saõ salvador,1904-03-31,31/03/1904,"rua do catete, 245",0,0,6c135,funcionar ao longo do ano,anexa licença antiga,,0,0,0,licenca_anual,licenca_anual
54,grêmio carnavalesco aventureiros da sapopemba,1904-11-04,04/11/1904,sapopemba,0,0,6c135,para visitar o grupo estrela dalva,impugnado,,0,0,0,passeata,passeata
55,congresso musical estrela da aurora,1904-04-15,15/04/1904,"rua Barão de são félix, 99",1,0,6c135,saída para tocar na igreja de santo antonio,,,0,0,0,passeata,passeata
56,sociedade recreativa dançante filhos de terpsychore,1904-04-27,27/04/1904,rua de são pedrom 131,0,1,6c135,funcionar ao longo do ano,licença negada por não ter sede,,0,0,0,licenca_anual,licenca_anual
57,sociedade recreativa flor da esperança de realengo,1904-07-04,04/07/1904,freguesia de irajá,1,0,6c135,funcionar ao longo do ano,,,0,0,0,licenca_anual,licenca_anual
58,grupo carnavalesco filhos da deusa do paraíso,1904-02-06,06/02/1904,"ladeira do senado, 65",1,1,6c135,funcionar ao longo do ano,,,0,0,0,licenca_anual,licenca_anual
59,"[doc polícial - autoridades e locais de serviço, agradecimentos do chefe de polícia]",1904-02-18,18/02/1904,,0,0,6c135,,transcrever entre 3871 até 3963,,0,0,1,vazio,
60,sociedade carnavalesca amadores da estrela,1904-01-11,11/01/1904,"rua formosa, 28",0,0,6c135,funcionar ao longo do ano e aprovação de estatuto,,,0,0,0,estatutos_anual,estatutos|licenca_anual
61,grupo carnavalesco flor das crianças,1905-02-12,12/02/1905,"rua thereza guimarães, 24",1,0,6c135,ensaiar aos domingos,,,0,0,0,ensaio,ensaio
62,grêmio carnavalesco flor do andaraí grande,1905-02-02,2/02/1905,"rua paula brito, 2 para rua duquesa de bragança, 2",1,0,6c135,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
63,grupo carnavalesco prazer dos anjos,,,"rua mont'alverne, 71",1,0,6c135,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
64,sociedade dançante familiar recreio da infância,1904-02-10,10/02/1904,"praça da república, 53",1,1,6c135,funcionar ao longo do ano,,,0,0,0,licenca_anual,licenca_anual
65,grupo dos peregrinos,1905-02-25,25/02/1905,"rua de são félix, 79",1,0,6c135,ensaiar aos domingos e feriados e sair no carnaval,lista de sócios e endereços,,0,1,0,desfile_ensaio,desfile_carnavalesco|ensaio
66,grupo carnavalesco flor da aurora,1904-02-13,13/02/1904,"rua da esperança, 17",1,0,6c135,funcionar ao longo do ano,operários,,0,0,0,licenca_anual,licenca_anual
67,clube dramático xisto bahia,1905-03-03,03/03/1905,"visconde de sapucahy, 165",1,0,6c135,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
68,clube carnavalesco filhos da meia lua,1905-02-03,03/02/1905,"rua general argollo, 73",1,0,6c135,funcionar ao longo do ano,,,0,0,0,licenca_anual,licenca_anual
69,grupo carnavalesco das pindahybas,1905-02-25,25/02/1905,"rua da alfandega, 135, sobrado",0,0,6c135,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
70,grêmio infantil rosa do engenho velho,1905-02-08,08/02/1905,"rua de são christóvão, 32",0,0,6c135,funcionar ao longo do ano,pessoas desqualificadas 4019,,0,0,0,licenca_anual,licenca_anual
71,clube conselheiros carnavalescos,1905-03-01,01/03/1905,"rua do riachuelo, 107",0,0,6c135,funcionar ao longo do ano,,,0,0,0,licenca_anual,licenca_anual
72,grupo carnavalesco mouros brasileiros,,,"beco do guindaste, 1",1,0,6c135,funcionar ao longo do ano,,,0,0,0,licenca_anual,licenca_anual
73,clube carnavalesco filhos de paranapuan,1904-07-27,27/07/1904,"praia da bica, ilha do governador",1,1,6c135,funcionar ao longo do ano e aprovação de estatutos,,,0,0,0,estatutos_anual,estatutos|licenca_anual
74,sociedade dançante carnavalesca tagarelas,1906-02-19,19/02/1906,"travessa aguiar, 15",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
75,sociedade carnavalesca filhos da flor do barrozo,1906-02-13,13/02/1906,"rua rego barrozo, 54",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
76,sociedade carnavalesca destemidos das chamas,1906-02-10,10/02/1906,"rua benedito hipolito, 73",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
77,grupo carnavalesco índio de ouro,1906-02-13,13/02/1906,"rua general camara, 238",1,0,6c170,sair nos dias de carnaval,relação de sócio e endereços. Ver tb imagem 6507,,0,1,0,desfile_carnavalesco,desfile_carnavalesco
78,grupo carnavalesco filhos do brasil,1906-02-12,12/02/1906,"caminho dos pilares, 7",1,0,6c170,sair nos dias de carnaval,relação de sócio e endereços,,0,1,0,desfile_carnavalesco,desfile_carnavalesco
79,sociedade carnavalesca faísca de ouro,1906-02-12,12/02/1906,"rua paula brito, 15",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
80,grupo infantil lira de prata,1906-02-12,12/02/1906,"rua chile, 61",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
81,grupo carnavalesco filhos da deusa do paraiso,1906-02-12,12/02/1906,"ladeira do senado, 51",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
82,Clube carnavalesco luz do povo,1906-02-20,20/02/1906,"rua senador euzébio, 214",0,0,6c170,,,,0,0,0,vazio,
83,clube carnavalesco lihos da linda flor,1906-02-16,16/02/1906,"rua coronel pedro alves, 167",1,0,6c170,renovar licença,,,0,0,0,renovacao,renovacao
84,grupo carnavalesco teimosos da conceição,1906-02-10,10/02/1906,"rua do mato grosso, 1",1,0,6c170,aprovação dos estatutos e licença para funcionar,,,0,0,0,estatutos_anual,estatutos|licenca_anual
85,grupo carnavalesco caiós Da cidade nova,1906-02-09,9/02/1906,"rua D. laura de araújo, 16",1,0,6c170,sair nos dias de carnaval,ver imagem 6563 e 6564,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
86,sociedade carnavalesca águia de ouro,1906-02-17,17/02/1906,"rua são frederico, 24",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
87,grupo carnavalesco caprichosos da rua z,1906-02-08,08/02/1906,"rua Z, C 2",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
88,grupo carnavalesco serpentina de ouro,1906-02-08,08/02/1906,"rua do propósito, 11",1,0,6c170,aprovação dos estatutos e licença para funcionar,ver imagem 6522,,0,0,0,estatutos_anual,estatutos|licenca_anual
89,grêmio carnavalesco Dahlia de Ouro,1905-12-30,30/12/1905,"rua general Caldwel, 143",1,0,6c170,funcionar durante o ano,,,0,0,0,licenca_anual,licenca_anual
90,congresso carnavalesco dos pirilampos,1906-02-13,13/02/1906,"rua senhor dos passos, 84",1,0,6c170,sair em passeata com os grupos Pé Espalhado e dos Conversas,,,0,0,0,passeata,passeata
91,clube recreativo carnavalesco rosa de ouro,,,"rua visconde de abaeté, 8",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
92,grupo carnavalesco lira da rosa,1906-02-23,23/02/1906,rua guaratiba,1,0,6c170,sair nos dias de carnaval,nome dos sócios,,0,1,0,desfile_carnavalesco,desfile_carnavalesco
93,grupo carnavalesco avança nas colheres,1906-02-24,24/02/1906,"rua senador dantas, 35, 1º andar",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
94,grupo carnavalesco heróis brasileiros,1906-02-20,20/02/1906,"rua gamboa, 42",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
95,grupo carnavalesco flor da união,1906-02-08,08/02/1906,"rua comendador leonardo, 3",1,0,6c170,licença anual,,,0,0,0,licenca_anual,licenca_anual
96,grupo dos inocentes,,,rua dos,0,0,6c170,carros de crítica,,,0,0,0,carros_alegorias,carros_alegorias
97,grupo carnavalesco flor do café,1906-02-12,12/02/1906,"rua visconde da gávea, 5",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
98,sociedade carnavalesca amantes das morenas,1906-02-16,16/02/1906,"rua santo amaro, 84",0,0,6c170,sair nos dias de carnaval,licença anterior,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
99,clube dançante carnavalesco lira dos operários,1906-02-16,16/02/1906,"rua dr. Rufino de almeida, 8",0,0,6c170,sair nos dias de carnaval,lista de sócios e endereços,,0,1,0,desfile_carnavalesco,desfile_carnavalesco
100,sociedade recreativa carnavalesca serpente de prata,1906-02-21,21/02/1906,"rua de santo amaro, 84",1,0,6c170,licença anual,lista de sócios,,0,1,0,licenca_anual,licenca_anual
101,grupo carnavalesco filhos do sereno de ouro,1906-02-14,14/02/1906,freguesia de inhauma terra nova,1,0,6c170,licença anual,,,0,0,0,licenca_anual,licenca_anual
102,grupo carnavalesco castelo de ouro da cidade nova,1906-02-15,15/02/1906,"rua presidente barroso, 83",0,0,6c170,sair nos dias de carnaval,lista de sócios e endereços,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
103,grupo carnavalesco flor da esperança,1906-02-10,10/02/1906,"rua curuzu, 6",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
104,clube carnavalesco teimosos da gamboa,1906-02-14,14/02/1906,"rua do conselheiro zacharias, 96",0,0,6c170,licença anual,,,0,0,0,licenca_anual,licenca_anual
105,grupo carnavalesco lira do meier,1906-02-10,10/02/1906,"travessa dr. Dias da cruz, 1",1,0,6c170,sair nos dias de carnaval,lista de sócios e endereços,,0,1,0,desfile_carnavalesco,desfile_carnavalesco
106,clube carnavalesco flor de santa luzia,1906-02-07,07/02/1906,"travessa d. manuel, 17, sobrado",1,0,6c170,sair nos dias de carnaval,licença anterior imagem 6549,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
107,clube recreativo filhas das lusitanas,1906-02-05,05/02/1906,"rua da américa, 28",1,0,6c170,licença anual,licença anterior imagem 6551,,0,0,0,licenca_anual,licenca_anual
108,grêmio carnavalesco recreio dos anjos,1906-02-08,08/02/1906,"rua de são chistóvão, 393",0,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
109,grupo carnavalesco grupo das moreninhas,1906-02-14,14/02/1906,"rua augusta, 8, santa thereza",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
110,sociedade dançante carnavalesca dragão de ouro,1906-02-03,03/02/1906,"rua laurinho rabelo, 38",1,0,6c170,licença anual,,,0,0,0,licenca_anual,licenca_anual
111,grupo carnavalesco uniao do cruzeiro,1906-02-19,19/02/1906,"travessa josé do patrocínio, 9, andaraí",0,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
112,clube carnavalesco da machadinha,1906-02-16,16/02/1906,"rua amélia, 6",1,0,6c170,sair nos dias de carnaval,licença anterior,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
113,clube carnavalesco adamastor,1906-02-17,17/02/1906,"rua do areal, 39",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
114,grupo dos peregrinos,1906-02-03,03/02/1906,"rua dos andradas, 37",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
115,clube triunfo da infancia,1906-02-21,21/02/1906,"rua oreste, 2",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
116,clube dos aborrecidos,1906-02-22,22/02/1906,"rua visconde de itaúna, 229",1,0,6c170,aprovação de estatutos e licença anual,,,0,0,0,estatutos_anual,estatutos|licenca_anual
117,sociedade carnavalesca condor de ouro,1906-02-12,12/02/1906,"rua barão de mesquita, 20",1,0,6c170,aprovação de estatutos e licença anual,,,0,0,0,estatutos_anual,estatutos|licenca_anual
118,grupo carnavalesco caprichosos do engenho de dentro,1906-02-08,08/02/1906,"rua josé dos reis, 67",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
119,clube destemidos do meier,1906-02-14,14/02/1906,"rua imperial, 41, sobrado.",1,0,6c170,sair nos dias de carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
120,grêmio dramático flor do cruzeiro,1906-02-16,16/02/1906,"rua miguel angelo, 1, engenho novo",0,0,6c170,licença anual,,,0,0,0,licenca_anual,licenca_anual
121,clube de são chirstóvão,1906-02-07,07/02/1906,,1,0,6c170,licença anual,,,0,0,0,licenca_anual,licenca_anual
