Código,Nome da Sociedade,Data,Data_original,Endereço,Licença,Estatuto,Notação-GIFI,Tipo de licença,Obs,Presidente,Licença anterior,Nomes/Sujeitos,Doc policial,Tipo_licenca_categoria,Tipo_licenca_componentes
559,grupo carnavalesco atrentes do rio grande,1912-03-20,20/03/1912,jacarepaguá,1,0,6c365,sair no carnaval,operários e lavradores / socios,josé de amorim,0,1,0,desfile_carnavalesco,desfile_carnavalesco
560,grupo carnavalesco ai ai não quero mais,1912-03-30,30/03/1912,"rua de são leopoldo, 19",1,0,6c365,sair no carnaval,socios,francisco machado,0,1,0,desfile_carnavalesco,desfile_carnavalesco
561,grupo carnavalesco caprichosos de vargem grande,1912-03-25,25/03/1912,guaratiba,1,0,6c365,sair no carnaval,lavradoes / socios,narcizo marques paiva,0,1,0,desfile_carnavalesco,desfile_carnavalesco
562,sociedade carnavalesca paladinos japoneses,1912-02-12,12/02/1912,"travessa de são diogo, 10",1,0,6c365,licença anual,operários,vicente ?,1,0,0,licenca_anual,licenca_anual
563,grêmio carnavalesco filhos teimosos das chamas,1912-01-04,04/01/1912,"rua senador otaviano, 15 aguas ferreas",0,0,6c365,renovação de licença anual e sair no carnaval,,antonio rodrgigues,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual|renovacao
564,tripolitano clube,1912-03-07,07/03/1912,"rua do catete, 279",0,1,6c365,aprovação de estatutos  e licença anual,indeferido / jogo do bicho,joão labanca,1,0,0,estatutos_anual,estatutos|licenca_anual
565,clube carnavalesco caprichosos da mocidade,1912-01-02,02/01/1912,"rua de benfica, 71",1,0,6c365,ensaios para o carnaval,operários,gastão pereira,1,0,0,desfile_ensaio,desfile_carnavalesco|ensaio
566,clube couraceiros do inferno,1912-02-12,12/02/1912,"rua do hospício, 166",1,0,6c365,licença anual,,manoel josé de ?,1,0,0,licenca_anual,licenca_anual
567,grupo carnavalesco triunfo do campo,1912-01-31,31/01/1912,"praça de s. christóvãi, 1, paquetá",1,0,6c365,licença anual e sair no carnaval,,genesio josé vargas,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
568,clube carnavalesco destemidos do conselheiro,1912-02-09,09/02/1912,"rua conselheiro zacharias, 148",1,0,6c365,licença anual,operários,augusto da silva reis sobrinho,1,0,0,licenca_anual,licenca_anual
569,sociedade dançante recreativa carnavalesca flor da gávea,1912-01-25,25/01/1912,"rua marques de são vicente, 88",0,0,6c365,licença anual,operários,joão narcizo borges,1,0,0,licenca_anual,licenca_anual
570,"grupo somos nos mesmos, o siri tá no pau",1912-02-12,12/02/1912,"ladeira do pinto, 104",1,0,6c365,sair no carnaval,operários e trabalhadores,eduardo emilio da costa,0,0,0,desfile_carnavalesco,desfile_carnavalesco
571,grupo carnavalesco caprichosos do brasil,1912-02-10,10/02/1912,"rua da alegria, 377",1,0,6c365,sair no carnaval,,alfredo augusto valente,0,0,0,desfile_carnavalesco,desfile_carnavalesco
572,grêmio carnavalesco formosas violetas,1912-01-17,17/01/1912,"rua general pedra, 206",1,1,6c365,aprovação de estatutos e licença anual,,belizário m. de araújo,0,0,0,estatutos_anual,estatutos|licenca_anual
573,clube ideal juvenil mimoso pierrot,1912-02-06,06/02/1912,"rua general pedra, 76",1,0,6c365,sair no carnaval,sócios,euclides de oliveira e souza,0,1,0,desfile_carnavalesco,desfile_carnavalesco
574,grêmio carnavalesco prazer das morenas,1912-01-07,07/01/1912,bangu,1,0,6c365,licença anual e sair no carnaval,,jose custódio duffes,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
575,grupo carnavalesco espada de ouro,1912-01-23,23/01/1912,"morro da providência, 28",0,0,6c365,licença anual e sair no carnaval,"indeferido / socios ""perigosos'",belmiro de assiso,1,1,0,desfile_anual,desfile_carnavalesco|licenca_anual
576,sociedade dançante carnavalesca guerreiros do engeho de dentro,1912-02-14,14/02/1912,"rua almeida bastos, 59",0,0,6c365,licença anual e sair no carnaval,operários do arsenal da marinha e da estrada de ferro / sócios,pastor albino dos reis,1,1,0,desfile_anual,desfile_carnavalesco|licenca_anual
577,grupo carnavalesco filhos dos teimosos,1912-02-09,09/02/1912,"rua barão de são felix, 195",1,0,6c365,licença anual e sair no carnaval,,joão machado,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
578,sociedade dançante carnavalesca guerreiros de são diogo,1912-02-12,12/02/1912,"rua general pedra, 349",1,0,6c365,sair no carnaval,operários,joaquim miranda,1,0,0,desfile_carnavalesco,desfile_carnavalesco
579,rancho carnavalesco Macaco é Outro,1912-01-23,23/01/1912,"rua visconde de itauna, 117",1,1,6c365,aprovação de estatutos e licença anual e sair no carnaval,,miguel luiz gomes,0,0,0,estatutos_anual_desfile,desfile_carnavalesco|estatutos|licenca_anual
580,grupo carnavalesco triunfo de são josé,1912-01-29,29/01/1912,"beco da fidalga, 20",0,0,6c365,sair no carnaval,indeferido,manoel jose garcia,0,0,0,desfile_carnavalesco,desfile_carnavalesco
581,clube carnavalesco caprichosos dos cajueiros,1912-02-02,02/02/1912,"rua dos cajueiros, 47",1,0,6c365,licença anual e sair no carnaval,operários,joão babtista da silva,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
582,sociedade dançante carnavalesca padainos japoneses,1912-02-06,06/02/1912,"travessa s. diogo, 10",1,0,6c365,sair no carnaval,,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
583,grupo carnavalesco estrela da piedade,1912-01-24,24/01/1912,"rua amorim, 53",1,0,6c365,sair no carnaval,operários / sócios com profissões,joão rolha,0,1,0,desfile_carnavalesco,desfile_carnavalesco
584,grupo carnavalesco rainha da lira,1912-02-03,03/02/1912,"travessa leopoldina, 19, riachuelo",0,0,6c365,licença anual e sair no carnaval,,herculano mendes da fonseca,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
585,sociedade dançante carnavalesca reinado das fadas,1912-02-02,02/02/1912,"rua visconde de sapucaí, 327",1,1,6c365,"aprovação de estatutos, licença anual, e sair no carnaval",comércio e operários,arthur josé da silva,0,0,0,estatutos_anual_desfile,desfile_carnavalesco|estatutos|licenca_anual
586,grêmio carnavalesco facho de liberdade,1912-01-24,24/01/1912,"rua andrade de araujo, 32, rio das pedras",1,0,6c365,licença anual e sair no carnaval,operários / sócios,augusto gonçalves,0,1,0,desfile_anual,desfile_carnavalesco|licenca_anual
587,clube carnavalesco caprichosos da mocidade de benfica,1912-01-18,18/01/1912,"rua benfica, 75",1,0,6c365,sair no carnaval,,alfredo chaves,1,0,0,desfile_carnavalesco,desfile_carnavalesco
588,grêmio carnavalesco caprichosos de benfica,1912-02-26,26/02/1912,"rua benfica, 258",1,0,6c365,sair no carnaval,,joão cavalcanti (secretário),1,0,0,desfile_carnavalesco,desfile_carnavalesco
589,grupo carnavalesco lira dos lavradores,1912-02-10,10/02/1912,"piabas, guaratiba",1,0,6c365,sair no carnaval,,manoel leoncio da silva,0,0,0,desfile_carnavalesco,desfile_carnavalesco
590,sociedade carnavalesca rainha do mar,1912-04-02,02/04/1912,"rua d. carlos I, 209",1,0,6c365,sair no carnaval,procurador desordeiro,gastão [?],0,1,0,desfile_carnavalesco,desfile_carnavalesco
591,grupo teimosos de benfica,1912-12-14,14/12/1912,"rua benfica, 91",1,0,6c365,passeata no dia 31/12,,"manoel ignacio da silva teixeira (tenente honorário do exército, secretário)",1,0,0,passeata,passeata
592,clube carnavalesco heróis brasileiros,1912-12-26,26/12/1912,"rua da gambôa, 149",0,0,6c365,passeata no dia 31/12,negociantes e empregados do comércio,josquim josé ribeiro,1,0,0,passeata,passeata
593,clube carnavalesco filhos da pátria,1912-12-28,28/12/1912,"rua barão da gabôa, 19",1,0,6c365,passeata no dia 31/12,negociantes e empregados do comércio,joão rodrigues teixeira,1,0,0,passeata,passeata
594,clube filhos dos teimosos,1912-12-13,13/12/1912,"rua barão de são félix, 160",1,0,6c365,passeata no dia 31/12 com zé pereira,,josé correia machado,0,0,0,passeata,passeata|ze_pereira
595,sociedade dançante carnavalesca chuveiro de prata,1912-12-23,23/12/1912,"rua da passagem, 84",1,0,6c365,passeata no dia 31/12,operários do arsenal da marinha,pacífico candido de brito,1,0,0,passeata,passeata
596,clube carnavalesco caprichosos da mocidade de benfica,1912-12-27,27/12/1912,"rua de benfica, 254",1,0,6c365,passeata no dia 31/12,operários,alfredo chaves,1,0,0,passeata,passeata
597,clube carnavalesco caprichosos dos cajueiros,1912-12-28,28/12/1912,"rua dos cajueiros, 65",1,0,6c365,passeata no dia 31/12,,manoel da silva ramos,0,0,0,passeata,passeata
598,sociedade dançante carnavalesca flor do abacate,1912-12-31,31/12/1912,"praça duque de caxias, 3",1,0,6c365,passeata no dia 31/12,,mauro de miranda,0,0,0,passeata,passeata
599,clube carnavalesco retiro da américa,1912-12-30,30/12/1912,"rua da saúde, 333",1,0,6c365,passeata no dia 31/12,,josé rodrigues maciel,0,0,0,passeata,passeata
600,clube carnavalesco destemidos do conselheiro,1912-12-26,26/12/1912,"rua conselheiros zacharias, 148",1,0,6c365,passeata no dia 31/12,operários,florentino lessa,1,0,0,passeata,passeata
601,sociedade carnavalesca filhos da dama do paraíso,1912-12-27,27/12/1912,"rua do paraíso, 96",1,0,6c365,passeata no dia 31/12,,joaquim vitgílio,1,0,0,passeata,passeata
602,grêmio carnavalesco caprichosos do paraíso,1912-12-24,24/12/1912,campo grande,1,1,6c365,aprovação de estatutos e licença anual,operários da fábrica de tecidos bangu,sebastião telles de menezes,0,0,0,estatutos_anual,estatutos|licenca_anual
603,grupo carnavalesco flor do riachuelo,1913-01-02,02/01/1913,"rua valentin fonseca, 10",1,0,6c365,licença anual e sair no carnaval,operários da estrada de ferro,benedicto domungos dos santos (secretário),1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
604,grêmio carnavalesco daçante caprichosos da anchieta,1912-12-21,21/12/1912,"rua de são bento, 28, estação de anchieta",1,0,6c365,licença anual e sair no carnaval,operários e artistas,dorval gomes da silva,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
605,grupo carnavalesco filhos dos teimosos,1913-01-02,02/01/1913,"rua barão de são felix, 162",1,0,6c365,licença anual e sair no carnaval,,josé correa machado,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
606,clube carnavalesco resistentes da piedade,1912-12-18,18/12/1912,"rua assis carneiro, 14",1,0,6c365,licença anual,,lindolpho e. de oliveira,0,0,0,licenca_anual,licenca_anual
607,sociedade dançante carnavalesca suspiros do amor,1912-12-19,19/12/1912,"rua dr. Frontin, 93, D. clara",1,0,6c365,licença anual,operários,raul olimpio oliveira campos,0,0,0,licenca_anual,licenca_anual
608,grupo carnavalesco principe das matas,1912-03-20,20/03/1912,"largo da capela, morro da providencia",0,1,6c365,sair no carnaval,,joão gigl,0,0,0,desfile_carnavalesco,desfile_carnavalesco
609,clube carnavalesco caprichosos da vitoria,1912-07-15,15/07/1912,"rua maria josé, 68, D. Clara",1,1,6c365,aprovação de estatutos e licença anual,negociantes,josé simões ferreira,0,0,0,estatutos_anual,estatutos|licenca_anual
610,sociedade carnavalesca rainha do amor,1912-12-30,30/12/1912,"rua d. carlos I, 204",1,0,6c365,passeata dia 31/12,,gastão de sousa,0,0,0,passeata,passeata
611,sociedade carnavalesca flor das bananeiras,1912-12-05,05/12/1912,"rua carlos xavier, 64, D. Clara",1,1,6c365,aprovação dos estatutos e licença anual,"sócios, profissões e residências",joaquim gonçalo ribeiro (secretário),0,1,0,estatutos_anual,estatutos|licenca_anual
612,clube carnavalesco destemidos do conselheiro,1912-12-16,16/12/1912,"rua conselheiros zacharias, 148",1,0,6c365,licença anual,,florentino lessa,1,0,0,licenca_anual,licenca_anual
613,grupo de pastorinhas vila campista,1912-12-25,25/12/1912,"rua barão de mesquita, 567, andarai grande",1,0,6c365,sair a rua,moças,maria joanna dos santos,0,0,0,desfile_carnavalesco,desfile_carnavalesco
614,clube carnavalesco herois brasileiros,1912-12-26,26/12/1912,"rua da gamboa, 149",1,0,6c365,licença anual e sair no carnaval,negociantes e comercio,joaquim josé ribeiro,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
615,sociedade pingas carnavalescas,1913-01-07,07/01/1913,"rua engenho de dentro, 41",1,0,6c365,licença anual,,antonio da silva lobo,0,0,0,licenca_anual,licenca_anual
616,grupo carnavalesco persistentes de d. clara,1913-01-08,08/01/1913,"rua maria josé, 98",1,1,6c365,aprovação de estatutos e licença anual,mudou de nome,josé pinto de souza,0,0,0,estatutos_anual,estatutos|licenca_anual
617,grupo carnavalesco flor do riachuelo,1912-05-09,09/05/1912,"rua valentin, 10",1,1,6c365,aprovação de estatutos e licença anual,,barttolomeu barboza batalha,0,0,0,estatutos_anual,estatutos|licenca_anual
618,sociedade dançante carnavalesca ninfas do paraiso,1912-10-09,09/10/1912,"rua da boa vista, 18, morro da providencia",1,1,6c365,aprovação de estatutos e licença anual,arsenal da marinha,francisco de paulo,0,0,0,estatutos_anual,estatutos|licenca_anual
619,grêmio carnavalesco triunfo dos democratas,1912-11-18,18/11/1912,rua do bom jesus do monte,1,1,6c365,aprovação de estatutos e licença anual,"estrada de ferro, arsenal de guerra",vicente ferreira,0,0,0,estatutos_anual,estatutos|licenca_anual
620,sociedade dançante carnavalesca damas japonesas,1912-03-27,27/03/1912,"rua santo amaro, 222",1,0,6c365,aprovação de estatutos e licença anual,,eduardo de aragão,0,0,0,estatutos_anual,estatutos|licenca_anual
621,clube carnavalesco teimosos de madureira,1912-10-22,22/10/1912,"rua domingos lopes, 71",1,0,6c365,transferencia de sede,,josé da silva pessoa,1,0,0,mudanca_administrativa,mudanca_administrativa
622,sociedade dançante carnavalesca eminentes do catete,1912-03-14,14/03/1912,"rua do catete, 117",0,1,6c365,aprovação de estatutos,indeferido - desordeiros,josé manoel garcia,0,1,0,estatutos,estatutos
623,grupo dançante carnavalesco bateria do inferno,1912-11-12,12/11/1912,"travessa isidro gonçalves, 17 A",1,1,6c365,aprovação de estatutos e licença anual,ver estatutos em 5138,felix morcina de jesus,0,0,0,estatutos_anual,estatutos|licenca_anual
624,sociedade dançante carnavalesca Ameno Resedá,1912-03-04,04/03/1912,rua doutor corrêa dutra,1,1,6c365,aprovação de estatutos,reformou os estatutos,joaquim fialho (secretário),1,0,0,estatutos,estatutos
625,grêmio carnavalesco prazer do castelo,1912-02-02,02/02/1912,"rua do castelo, 32",1,0,6c367,sair no carnaval,operários e negociantes,antonio calheiros,1,0,0,desfile_carnavalesco,desfile_carnavalesco
626,sociedade dançante carnavalesca grisantemos de são christóvão,1912-01-24,24/01/1912,"rua das três bocas, 37",1,0,6c367,licença anual,,,0,0,0,licenca_anual,licenca_anual
627,clube recreativo destemidos de botafogo,1912-02-14,14/02/1912,"rua são joão babtista, 110",1,0,6c367,funcionar e sair no carnaval,negociantes e operários,mano rodrigues (secretários),1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
628,zé pereira (anúncio),1912-02-08,08/02/1912,"rua do catumby, 104",1,0,6c367,licença para tocar ze pereira como recleme de seu negócio,,,0,0,0,ze_pereira,ze_pereira
629,grupo dançante carnavalesco caprichosos da vitoria,1912-01-15,15/01/1912,"rua maria jose, 68, d. clara",1,0,6c367,sair no carnaval,operários,abel d'almeida,1,0,0,desfile_carnavalesco,desfile_carnavalesco
630,grêmio dançante carnavalesco martures da inveja do engenho de dentro,1912-01-15,15/01/1912,"rua luiza, 38, engenho de dentro",1,1,6c367,sair no carnaval,sócios e profissões,fabio limeira,0,1,0,desfile_carnavalesco,desfile_carnavalesco
631,grupo carnavalesco herois da piedade,1912-01-24,24/01/1912,"travessa paraná, 38",1,0,6c367,licença anual,"operários, funcionários públicos e artistas",,1,0,0,licenca_anual,licenca_anual
632,sociedade carnavalesca rainha do mar,1912-01-24,24/01/1912,"rua D. carlos I, 205",1,0,6c367,licença anual,operários,gastão de sousa,1,0,0,licenca_anual,licenca_anual
633,clube dos chineses,1912-02-08,08/02/1912,"rua da américa, 21",1,0,6c367,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
634,clube carnavalesco brilho das ondas,1912-01-07,07/01/1912,"ponta do cajú, quinta do casemiro, 51",1,0,6c367,licença anual e sair no carnaval,operários,manoel gonçalves bairral,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
635,grêmio carnavalesco triunfo do engenho de dentro,1912-01-12,12/01/1912,"rua luiza, 43, engenho de dentro",1,0,6c367,licença anual e sair no carnaval,"sócios, profissões",henrique gomes,0,1,0,desfile_anual,desfile_carnavalesco|licenca_anual
636,sociedade dançante carnavalesca condor de ouro,1912-02-12,12/02/1912,"travessa da universidade, 85",1,0,6c367,sair no carnaval,operários e artistas,manoel barbosa,0,0,0,desfile_carnavalesco,desfile_carnavalesco
637,grêmio dançante flores da madrugada,1912-02-08,08/02/1912,"rua barão de são felix, 189",1,0,6c367,licença anual,,manoel antonio de assumpção,1,0,0,licenca_anual,licenca_anual
638,sociedade dançante familiar anjos da meia noite,1912-03-19,19/03/1912,"largo do proposito, 66",1,0,6c367,licença anual,ponto de meretrizes,victorino gonçalves,1,0,0,licenca_anual,licenca_anual
639,grupo carnavalesco juvenil teimosos do castelo,1912-01-23,23/01/1912,"travessa de s. sebastião, 35, casa 35, morro do castelo",1,0,6c367,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
640,[reclame],1912-04-22,22/04/1912,"avenida rio branco, 14",0,0,6c367,sair nos dias de carnaval com auto-caminhão de reclame,,antunes dos santos,0,0,1,desfile_carnavalesco,carros_alegorias|desfile_carnavalesco
641,grupo carnavalesco acaba maluco,1912-03-15,15/03/1912,"rua presidente barroso, 99",1,0,6c367,sair no carnaval,,manoel [?] teixeira,0,0,0,desfile_carnavalesco,desfile_carnavalesco
642,sociedade dançante familiar carnavalesca união das rosas,1912-01-08,08/01/1912,"rua visconde de sapucai, 381",1,0,6c367,licença anual,,alcebiades de castro,1,0,0,licenca_anual,licenca_anual
643,sociedade carnavalesca filhos da deusa do paraiso,1912-01-25,25/01/1912,"rua do paraiso, 96",1,0,6c367,sair no carnavaç,operários,joaquim virgilio,1,0,0,desfile_carnavalesco,desfile_carnavalesco
644,clube carnavalesco flor do andarai,1912-02-12,12/02/1912,"rua barão de mesquita, 944",0,0,6c367,sair no carnavaç,indeferido,antonio reis,0,0,0,desfile_carnavalesco,desfile_carnavalesco
645,clube dos relampagos carnavalescos,1912-01-07,07/01/1912,"rua dos arcos, 46",1,0,6c367,licença anual,,Cap. Carlos serzedelo (secretario),1,0,0,licenca_anual,licenca_anual
646,sociedade dançante carnavalesca paladinos brazileiros,1912-02-16,16/02/1912,"rua visconde de itauna, 73",0,0,6c367,licença anual e sair no carnaval,operários do arsenal de marinha,fernando augusto tavares,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
647,clube dançante familiar yaya me deixe,1912-01-24,24/01/1912,"rua maria josé, 61",0,0,6c367,licença anual,operários,antonio [?] bessa,1,0,0,licenca_anual,licenca_anual
648,sociedade carnavalesca pingos da romã,1912-01-16,16/01/1912,"rua visconde de sapucai, 148",1,0,6c367,sair no carnaval,empregados do comércio,lourenço machado de oliveira,1,0,0,desfile_carnavalesco,desfile_carnavalesco
649,sociedade carnavalesca herois da conceição,1912-01-12,12/01/1912,rua jogo da bola 118,0,0,6c367,licença anual e sair no carnaval,operários,severiano de vasconcelos,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
650,grupo carnavalesco infantil anjo de ouro,1912-02-09,09/02/1912,"catruz, guaratiba",1,0,6c367,sair no carnaval,sócios,joão carlos de paiva,0,1,0,desfile_carnavalesco,desfile_carnavalesco
651,clube carnavalesco destemidos do conselheiros,1912-01-27,27/01/1912,rua conselheiros zacharias,1,0,6c367,sair no carnaval,,augusto da silva reis sobrinho,1,0,0,desfile_carnavalesco,desfile_carnavalesco
652,grêmio familiar união das semprevivas,1912-02-07,07/02/1912,"rua senador euzebio, 540",1,0,6c367,licença anual,,arthur [?],1,0,0,licenca_anual,licenca_anual
653,grupo carnavalesco faixa de ouro,1912-02-10,10/02/1912,"rua leopoldo, 77",1,0,6c367,sair no carnaval,operários,josé dos santos,1,0,0,desfile_carnavalesco,desfile_carnavalesco
654,sociedade dançante carnavalesca estrela da bao vista,1912-03-14,14/03/1912,"rua senador pompeu, 272",1,1,6c367,sair no carnaval,,luiz pereira da motta,1,0,0,desfile_carnavalesco,desfile_carnavalesco
655,sociedade dançante guerreiros da mocidade,1911-01-07,07/01/1911,"rua vinte e oite de setembro, 34",1,0,6c367,licença anual e sair no carnaval,,ismael balduino de souza,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
656,sociedade dançante carnavalesca familiar ave do paraiso,1911-01-22,22/01/1911,"estrada real de santa cruz, 178, realengo",1,0,6c367,aprovação de estatutos e licença anual,,pedro anthero do nascimento,0,0,0,estatutos_anual,estatutos|licenca_anual
657,clube recreativo teimosos das bicas,1912-07-29,29/07/1912,"praia da bica, 6, ilha do governador",1,1,6c367,licença anual,,euzebio moreira,1,0,0,licenca_anual,licenca_anual
658,sociedade dançante carnavalesca crisantemos de são christóvão,1912-02-07,07/02/1912,"rua amélia, 118",1,1,6c367,sair no carnaval,,lucio pereira da silva,1,0,0,desfile_carnavalesco,desfile_carnavalesco
659,sociedade dançante carnavalesca deusa das flores,1911-01-05,05/01/1911,"rua são leopoldo, 267",0,1,6c367,aprovação de estatutos e licença anual,ver tb img 6266-668,marcolino da silva amaral,0,0,0,estatutos_anual,estatutos|licenca_anual
660,sociedade carnavalesca principe coroado,1912-02-06,06/02/1912,"morro de santo antonio, travessa marcilio dias, 7",1,0,6c367,licença anual e sair no carnaval,crianças,perciliano da silva,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
661,clube carnavalesco retiro da américa,1912-02-02,02/02/1912,"rua cunha barbosa, 7",1,0,6c367,sairno carnaval e fazer carreata no domingo próximo,passeata até os fenianos e os pingas carnavalescos,fernando costa,1,0,0,desfile_carnavalesco,desfile_carnavalesco
662,sociedade carnavalesca dançante lirio dos amores,1912-03-11,11/03/1912,"rua maria josé, 48, d. clara",1,0,6c367,"aprovação de estatutos, licença anual",,guilherme carvalho,0,0,0,estatutos_anual,estatutos|licenca_anual
663,sociedade carnavalesca amigos da paz,1912-11-20,20/11/1912,"rua domingos lopes, 154",1,0,6c367,aprovação de estatutos e licença anual,,,0,0,0,estatutos_anual,estatutos|licenca_anual
664,grupo dos avantajados,1912-08-19,19/08/1912,"avenida mem de sá, 25",0,0,6c367,mudança de sede e licença anual,indeferido,nicolau faria,1,0,0,licenca_anual,licenca_anual|mudanca_administrativa
665,grêmio carnavalesco filhos do inferno,1912-02-08,08/02/1912,"travessa d. felicidade, 18",0,0,6c367,sair no carnaval,,armando da cruz,1,0,0,desfile_carnavalesco,desfile_carnavalesco
666,grupo união das mariposas,1912-02-17,17/02/1912,"rua souza franco, 76",1,0,6c367,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
667,bloco democrata de botafogo,1912-01-12,12/01/1912,"rua são clemente, 4",1,0,6c367,licença anual,comercio,,1,0,0,licenca_anual,licenca_anual
668,grêmio carnavalesco gruta do inferno,1912-02-07,07/02/1912,"praça da igrejinha, 52, são christóvão",1,0,6c367,sair no carnaval,,raul mendes ferreira,1,0,0,desfile_carnavalesco,desfile_carnavalesco
669,sociedade familiar carnavalesca coração dos amores,1912-02-07,07/02/1912,"rua d. eugenia, 33, engenho de dentro",1,1,6c367,sair no carnaval,ver tb img 6283,jesuino thiago dos santos,1,0,0,desfile_carnavalesco,desfile_carnavalesco
670,grêmio carnavalesco deusa do oriente,1912-01-17,17/01/1912,"rua henrique ?, 15, engenho de dentro",1,0,6c367,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
671,sociedade dançante carnavalesca ave do paraiso,1912-02-14,14/02/1912,"estrada real de santa cruz, 178",1,0,6c367,sair no carnaval,operários e trabalhadores,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
672,grupo carnavalesco dragão encantado,1912-03-08,08/03/1912,"rua d. eugenia, 27",1,0,6c367,"sair nos dias 7,8 e 9 de abril de 1912",,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
673,grupo carnavalesco caprichosos da estrada real,1911-12-21,21/12/1911,"rua borges, 39, cachambi, meier",1,0,6c367,realizar ensaios carnavalescos,operários,,1,0,0,desfile_ensaio,desfile_carnavalesco|ensaio
674,sociedade dançante carnavalesca anjos venturosos,1912-02-09,09/02/1912,"rua isidoro conçalves, 15",1,0,6c367,licença anual,,abilio vieira da costa,1,0,0,licenca_anual,licenca_anual
675,clube dançante carnavalesco paladinos de mont-serrat,1912-03-03,03/03/1912,"rua monte alverne, 129",1,0,6c367,sair no carnaval,sócios,oscar machado da silva,1,1,0,desfile_carnavalesco,desfile_carnavalesco
676,troça carnavalesca mixta ranzinzas de madureira,1912-08-19,19/08/1912,"rua firmino fragoso, 10",1,1,6c367,aprovação de estatutos e licença anual,operários,,0,0,0,estatutos_anual,estatutos|licenca_anual
677,sociedade velho clube,1912-05-04,04/05/1912,"rua hadock lobo, 192",0,0,6c367,licença anual,,auliano cardoso d'almeida,1,0,0,licenca_anual,licenca_anual
678,clube dos triunfadores carnavalescos,1912-02-15,15/02/1912,"rua de santana, 55",1,0,6c367,licença anual,funcionários da estrada de ferro / jornais falaram mal,arthur cunha (vice),1,0,0,licenca_anual,licenca_anual
679,clube dançante carnavalesco lira dos operários,1912-01-06,06/01/1912,"paque d. carolina, 1, vila isabel",1,0,6c367,licença anual,operários,josé augusto muniz (secretário),1,0,0,licenca_anual,licenca_anual
680,grupo carnavalesco bateria do inferno,1912-01-16,16/01/1912,"largo da capela de n. s. da penha, morro do livramento",0,0,6c367,sair no carnaval,,antonio felix dos santos,0,0,0,desfile_carnavalesco,desfile_carnavalesco
681,sociedade dançante carnavalesca guerreiros de são diogo da cidade nova,1912-01-06,06/01/1912,rua general pedra,1,1,6c367,aprovação de estatutos e licença anual,,joaquim miranda,0,0,0,estatutos_anual,estatutos|licenca_anual
682,sociedade dançante carnavalesca caçadores da união,1912-02-06,06/02/1912,"morro de santo antonio, rua rio de janeiro, 53",1,0,6c367,licença anual e sair no carnaval,operários e estivadores,euflanzino francisco nery,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
683,grupo carnavalesco parasitas dos amores,1911-12-18,18/12/1911,"rua bella de são joão, 303",0,0,6c367,ensaios carnavalescos,desordem,domingos antonio peixoto,0,0,0,desfile_ensaio,desfile_carnavalesco|ensaio
684,grêmio carnavalesco filho do jasmim de ouro,1912-01-08,08/01/1912,"rua senador otaviano, 153",0,0,6c367,licença anual e sair no carnaval,estalagem,enrico costa,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
685,grupo carnavalesco teimosos de realengo,1912-02-12,12/02/1912,"rua agostino theodoro, 7",1,0,6c367,sair no carnaval,operários,manoel lira,1,0,0,desfile_carnavalesco,desfile_carnavalesco
686,grupo carnavalesco pensei que fosse outra coisa,1912-02-15,15/02/1912,rua do senado 222,0,0,6c367,sair no carnaval,indeferido,fernando mazulca,0,0,0,desfile_carnavalesco,desfile_carnavalesco
687,clube silenciosos de laranjeiras,1912-01-18,18/01/1912,"rua leão, 3",0,0,6c367,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
688,sociedade musical progresso do engenho de dentro,1912-01-03,03/01/1912,"rua manoel vitorino, 131",1,0,6c367,aprovação de estatutos e licença anual,operários,,1,0,0,estatutos_anual,estatutos|licenca_anual
689,grêmio carnavalesco for de ipanema,1912-02-10,10/02/1912,"rua 28 de agosto, 92",1,0,6c367,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
